Sample_ID,Scrap_Input_kg,Scrap_Quality_pct,Crushing__Electricity_kWh,Crushing__Carbon_kgCO2e,Crushing__NaturalGas_Nm3,Crushing__WasteWater_L,Crushing__LiquidFuel_L,Crushing__Fluorine_g,Crushing__SO2_g,Furnace_Melting__Electricity_kWh,Furnace_Melting__Carbon_kgCO2e,Furnace_Melting__NaturalGas_Nm3,Furnace_Melting__WasteWater_L,Furnace_Melting__LiquidFuel_L,Furnace_Melting__Fluorine_g,Furnace_Melting__SO2_g,Separation__Electricity_kWh,Separation__Carbon_kgCO2e,Separation__NaturalGas_Nm3,Separation__WasteWater_L,Separation__LiquidFuel_L,Separation__Fluorine_g,Separation__SO2_g,Final_Casting__Electricity_kWh,Final_Casting__Carbon_kgCO2e,Final_Casting__NaturalGas_Nm3,Final_Casting__WasteWater_L,Final_Casting__LiquidFuel_L,Final_Casting__Fluorine_g,Final_Casting__SO2_g,Total__Electricity_kWh,Total__Carbon_kgCO2e,Total__NaturalGas_Nm3,Total__WasteWater_L,Total__LiquidFuel_L,Total__Fluorine_g,Total__SO2_g
R-049,1.078,0.968,0.022102800000000002,0.006564,0.0,0.547102,0.012005,0.0,0.022444,2.9913036,0.830543,0.450046,0.202018,0.117594,0.0,0.547318,0.1375384,0.042180800000000004,0.058517,1.045626,0.021135,0.0,0.058049,0.23307600000000003,0.0656882,0.022777,0.118819,0.054716,0.0,0.118789,3.3840208,0.944976,0.53134,1.913565,0.20545,0.0,0.7466
R-050,1.047,0.987,0.0207276,0.0061506,0.0,0.51659,0.010701,0.0,0.019969,2.7973064,0.7718600000000001,0.517017,0.207268,0.087108,0.0,0.401736,0.129194,0.0383414,0.055116,1.058128,0.02155,0.0,0.052257,0.19971680000000003,0.061243000000000006,0.021852,0.101577,0.051077,0.0,0.100443,3.1469448,0.877595,0.593985,1.883563,0.170436,0.0,0.574405
R-051,1.238,0.992,0.0244228,0.008538800000000001,0.0,0.630878,0.012572,0.0,0.026282,3.0007844,0.7821874000000001,0.583895,0.257067,0.134148,0.0,0.567859,0.1551616,0.041609200000000006,0.060041,1.311919,0.023987,0.0,0.062983,0.23321360000000002,0.0716822,0.024886,0.118189,0.065964,0.0,0.128168,3.4135824,0.9040176000000001,0.668822,2.318053,0.236671,0.0,0.785292
R-052,1.393,0.95,0.033038000000000005,0.0093304,0.0,0.726606,0.015446,0.0,0.030866,3.6418196000000003,1.091162,0.762168,0.288133,0.136109,0.0,0.718334,0.18904920000000003,0.05299620000000001,0.073016,1.554812,0.029053,0.0,0.077994,0.27713160000000003,0.0890452,0.029507,0.138234,0.077585,0.0,0.144915,4.1410384,1.2425338000000001,0.864691,2.707785,0.258193,0.0,0.972109
R-053,1.208,0.999,0.024229600000000004,0.007559000000000001,0.0,0.563378,0.012213,0.0,0.025907,2.8632380000000004,0.8676506,0.581288,0.233869,0.088295,0.0,0.549938,0.14104239999999998,0.051101200000000006,0.058806,1.288645,0.023481,0.0,0.058325,0.2549484,0.0711824,0.024461,0.1237,0.061391,0.0,0.121968,3.2834584,0.9974932000000001,0.664555,2.209592,0.18538,0.0,0.756138
R-054,1.299,0.949,0.029351600000000002,0.007621,0.0,0.704604,0.013136,0.0,0.025767,3.9408932,0.8382828,0.706879,0.199301,0.150686,0.0,0.720228,0.15004800000000001,0.048407000000000006,0.074255,1.411777,0.026935,0.0,0.068727,0.3041088,0.0877996,0.030615,0.134896,0.081832,0.0,0.123945,4.4244016,0.9821104,0.811749,2.450578,0.272589,0.0,0.938667
R-055,1.221,0.963,0.024306400000000002,0.0088994,0.0,0.645963,0.013366,0.0,0.026842,2.8378908000000003,0.844369,0.742893,0.296525,0.129569,0.0,0.518804,0.152648,0.047813,0.064933,1.236504,0.027968,0.0,0.065141,0.24995520000000002,0.07301980000000001,0.025448,0.116596,0.070554,0.0,0.129985,3.2648004000000004,0.9741012,0.833274,2.295588,0.241457,0.0,0.740772
R-056,1.225,0.897,0.029980000000000003,0.009580400000000001,0.0,0.722454,0.013883,0.0,0.029058,3.1504108,0.9246274,0.71009,0.273311,0.152553,0.0,0.648047,0.171496,0.048479,0.069645,1.317316,0.027126,0.0,0.076653,0.2815096,0.09205940000000001,0.028193,0.135822,0.076959,0.0,0.168401,3.6333964000000005,1.0747462,0.807928,2.448903,0.270521,0.0,0.922159
R-057,1.188,0.935,0.028143200000000004,0.0083362,0.0,0.689761,0.0136,0.0,0.025082,2.8075824000000003,1.1282608,0.80959,0.297325,0.161423,0.0,0.681025,0.15732040000000003,0.0467174,0.069147,1.166019,0.023467,0.0,0.062418,0.23008920000000002,0.08609520000000001,0.03022,0.140881,0.064953,0.0,0.13246,3.2231352,1.2694096000000001,0.908957,2.293986,0.263443,0.0,0.900985
R-058,1.107,0.918,0.024451600000000004,0.007662800000000001,0.0,0.644561,0.013011,0.0,0.024575,2.5105684000000004,0.938539,0.591117,0.237354,0.145942,0.0,0.723224,0.16101920000000003,0.04583380000000001,0.065193,1.253645,0.025001,0.0,0.063559,0.25464400000000004,0.0729686,0.025266,0.119591,0.060718,0.0,0.124455,2.9506832000000003,1.0650042,0.681576,2.255151,0.244672,0.0,0.935813
R-059,1.064,0.876,0.0250644,0.0072408,0.0,0.638599,0.012511,0.0,0.025576,3.0283276000000003,1.023277,0.708513,0.273517,0.124588,0.0,0.729782,0.16773280000000002,0.050639,0.056954,1.328853,0.024054,0.0,0.067902,0.24248880000000003,0.0792284,0.025614,0.128606,0.061696,0.0,0.124633,3.4636136000000004,1.1603852000000001,0.791081,2.369575,0.222849,0.0,0.947893
R-060,1.05,0.913,0.0232836,0.0068716,0.0,0.540171,0.012512,0.0,0.023838,2.8061288,0.9473776000000002,0.69384,0.229783,0.105599,0.0,0.636714,0.1498128,0.040148800000000005,0.060483,1.124372,0.024482,0.0,0.06348,0.24856840000000002,0.0727948,0.02509,0.123728,0.060651,0.0,0.123126,3.2277936,1.0671928,0.779413,2.018054,0.203244,0.0,0.847158
R-061,1.255,0.972,0.0270804,0.0075934,0.0,0.628896,0.011783,0.0,0.028862,2.6130628000000002,1.0976682,0.673074,0.209124,0.121397,0.0,0.72408,0.15623520000000002,0.045540000000000004,0.070822,1.40217,0.025501,0.0,0.065587,0.2623568,0.07686180000000001,0.028668,0.138104,0.062411,0.0,0.125076,3.0587352,1.2276634,0.772564,2.378294,0.221092,0.0,0.943605
R-062,1.293,0.957,0.024959600000000002,0.009252000000000002,0.0,0.718351,0.014837,0.0,0.027697,3.5231796000000006,0.8392904,0.659081,0.276155,0.150914,0.0,0.693939,0.17080360000000003,0.0516884,0.06876,1.302843,0.024548,0.0,0.071074,0.2567876,0.07737300000000001,0.028792,0.146385,0.073927,0.0,0.136732,3.9757303999999998,0.9776038,0.756633,2.443734,0.264226,0.0,0.929442
R-063,1.112,0.951,0.022483600000000003,0.007099800000000001,0.0,0.641175,0.012074,0.0,0.022703,2.9421428,0.8844108,0.560549,0.235573,0.116045,0.0,0.613622,0.1452408,0.043990400000000006,0.062802,1.207812,0.024521,0.0,0.054152,0.2344852,0.0750596,0.023348,0.117705,0.058857,0.0,0.115285,3.3443524,1.0105606,0.646699,2.202265,0.211497,0.0,0.805762
R-064,1.171,0.91,0.0271528,0.007692000000000001,0.0,0.691846,0.013955,0.0,0.030006,3.7207372000000003,1.1230432000000001,0.70115,0.273582,0.136803,0.0,0.550813,0.1728624,0.0507504,0.068516,1.41586,0.027433,0.0,0.068681,0.2785848,0.0766078,0.026408,0.133039,0.064342,0.0,0.137056,4.1993372,1.2580934,0.796074,2.514327,0.242533,0.0,0.786556
R-065,1.325,0.917,0.029432000000000003,0.007213400000000001,0.0,0.745119,0.015927,0.0,0.028935,3.659862,1.0293396,0.677719,0.334729,0.169257,0.0,0.767238,0.16713240000000001,0.0551052,0.077996,1.549961,0.032589,0.0,0.076139,0.315168,0.08895700000000001,0.028502,0.136451,0.076538,0.0,0.153962,4.1715944,1.1806152,0.784217,2.76626,0.294311,0.0,1.026274
R-066,1.076,0.868,0.0258704,0.0077472,0.0,0.579289,0.011766,0.0,0.025178,3.0793916,1.0860182,0.537765,0.207213,0.135227,0.0,0.646339,0.1622768,0.0438906,0.064047,1.272609,0.029901,0.0,0.060024,0.2570872,0.07483,0.025171,0.118667,0.064963,0.0,0.150198,3.524626,1.2124860000000002,0.626983,2.177778,0.241857,0.0,0.881739
R-067,1.337,0.926,0.027298000000000003,0.008494,0.0,0.69441,0.015156,0.0,0.033463,3.5353308,0.9074302,0.861706,0.256439,0.140128,0.0,0.703769,0.17291240000000002,0.04852480000000001,0.077324,1.724303,0.031322,0.0,0.068796,0.2794608,0.0907976,0.028235,0.150019,0.069102,0.0,0.153712,4.015002,1.0552466,0.967265,2.825171,0.255708,0.0,0.95974
R-068,1.382,0.967,0.0265436,0.0087596,0.0,0.752439,0.014336,0.0,0.026841,3.8631132000000004,1.1318106,0.900562,0.304143,0.159088,0.0,0.620311,0.1845716,0.05309420000000001,0.07341,1.292398,0.030062,0.0,0.079438,0.2834676,0.08297360000000001,0.027671,0.142336,0.07903,0.0,0.12232,4.357696,1.2766380000000002,1.001643,2.491316,0.282516,0.0,0.84891
R-069,1.335,0.929,0.029478,0.0084662,0.0,0.823164,0.013961,0.0,0.031878,3.2156584000000006,0.9959942,0.669115,0.336709,0.149744,0.0,0.679216,0.1895832,0.05637720000000001,0.078752,1.38176,0.027028,0.0,0.077112,0.30834320000000004,0.0983412,0.029315,0.161032,0.066152,0.0,0.152058,3.7430628,1.1591788,0.777182,2.702665,0.256885,0.0,0.940264
R-070,1.358,0.948,0.0327956,0.0088514,0.0,0.72168,0.014529,0.0,0.029116,3.6835940000000003,1.0424056000000002,0.749056,0.32222,0.154024,0.0,0.743762,0.18661840000000002,0.0480268,0.075113,1.512129,0.0282,0.0,0.075263,0.28358,0.0933072,0.03272,0.137827,0.077224,0.0,0.136446,4.1865879999999995,1.192591,0.856889,2.693856,0.273977,0.0,0.984587
R-071,1.385,0.869,0.0335444,0.0094794,0.0,0.91365,0.017216,0.0,0.031839,4.5313824,0.9707610000000001,0.841923,0.349328,0.18524,0.0,0.838505,0.20986919999999998,0.055437400000000005,0.089321,1.728666,0.036662,0.0,0.088127,0.3565208,0.10252939999999999,0.03219,0.164526,0.100794,0.0,0.17542,5.1313168000000005,1.1382072,0.963434,3.15617,0.339912,0.0,1.133891
R-072,1.136,0.852,0.0303624,0.0089758,0.0,0.69443,0.014584,0.0,0.029084,2.9220032000000002,1.1201624000000001,0.698967,0.264635,0.116204,0.0,0.726944,0.14795480000000003,0.050477600000000004,0.072393,1.351416,0.028813,0.0,0.071086,0.27344680000000005,0.0810804,0.027054,0.139928,0.070601,0.0,0.144805,3.3737672000000005,1.2606962,0.798414,2.450409,0.230202,0.0,0.971919
R-073,1.19,0.915,0.0262804,0.0077184,0.0,0.543,0.013232,0.0,0.029018,3.3137904000000002,1.0225168,0.691094,0.292676,0.166066,0.0,0.835234,0.1677516,0.048291600000000004,0.073893,1.244573,0.025508,0.0,0.062186,0.29028760000000003,0.079685,0.029198,0.118459,0.074703,0.0,0.132764,3.79811,1.1582118,0.794185,2.198708,0.279509,0.0,1.059202
R-074,1.144,0.943,0.0230336,0.0078078,0.0,0.634098,0.011947,0.0,0.024824,2.3981812000000002,0.8143754,0.660536,0.237451,0.129728,0.0,0.576736,0.15976400000000002,0.041487800000000005,0.061692,1.173142,0.024756,0.0,0.064515,0.2380816,0.07556360000000001,0.02521,0.125454,0.056374,0.0,0.125893,2.8190604,0.9392346,0.747438,2.170145,0.222805,0.0,0.791968
R-075,1.346,0.851,0.0345368,0.010735000000000001,0.0,0.837655,0.01639,0.0,0.032362,4.310332,1.1273576,0.892346,0.317669,0.176812,0.0,0.840154,0.2026016,0.06444180000000001,0.081181,1.65633,0.031978,0.0,0.084217,0.33891760000000004,0.107151,0.033846,0.142616,0.08535,0.0,0.172835,4.886388,1.3096854000000002,1.007373,2.95427,0.31053,0.0,1.129568
R-076,1.131,0.946,0.023168400000000002,0.007943200000000001,0.0,0.589616,0.011558,0.0,0.023996,2.6898588,0.9478270000000001,0.639168,0.254526,0.100798,0.0,0.73036,0.15291600000000002,0.037517600000000005,0.057414,1.247409,0.02468,0.0,0.061043,0.23751840000000002,0.0695526,0.023815,0.132247,0.064808,0.0,0.108827,3.1034616,1.0628404,0.720397,2.223798,0.201844,0.0,0.924226
R-077,1.034,0.947,0.021778400000000003,0.006634,0.0,0.529986,0.011081,0.0,0.021961,2.5622860000000003,0.7724036000000001,0.594456,0.20572,0.118105,0.0,0.548063,0.14017880000000002,0.043782600000000005,0.056044,1.134931,0.020671,0.0,0.059233,0.2349156,0.0666258,0.023069,0.12042,0.057404,0.0,0.110434,2.9591588000000004,0.8894460000000001,0.673569,1.991057,0.207261,0.0,0.739691
R-078,1.334,0.995,0.028510000000000004,0.0082652,0.0,0.677358,0.014577,0.0,0.028391,3.5561548000000003,0.9412698000000002,0.790391,0.306925,0.123874,0.0,0.668427,0.15864920000000002,0.049742,0.069185,1.347791,0.029237,0.0,0.073901,0.26713800000000004,0.08549280000000001,0.031295,0.129263,0.069073,0.0,0.1258,4.010452,1.0847698,0.890871,2.461337,0.236761,0.0,0.896519
R-079,1.321,0.933,0.0279008,0.0087492,0.0,0.723792,0.013649,0.0,0.027659,2.7924412000000003,1.0031148,0.684694,0.251023,0.159193,0.0,0.841283,0.1817724,0.0564064,0.074397,1.443271,0.027571,0.0,0.072793,0.3054864,0.0902932,0.030972,0.148582,0.075673,0.0,0.145218,3.3076008000000003,1.1585636,0.790063,2.566668,0.276086,0.0,1.086953
R-080,1.198,0.856,0.0311004,0.0081674,0.0,0.717708,0.01397,0.0,0.029068,4.1284128,1.1326366,0.659459,0.270085,0.144764,0.0,0.796457,0.2021384,0.0517528,0.076293,1.494845,0.031576,0.0,0.071428,0.26978800000000003,0.09299420000000001,0.027588,0.147126,0.077701,0.0,0.146684,4.6314396,1.285551,0.76334,2.629764,0.268011,0.0,1.043637
R-081,1.378,0.851,0.033376,0.011874000000000001,0.0,0.793399,0.016934,0.0,0.038149,3.5139076000000005,1.080249,0.957461,0.347764,0.177062,0.0,1.005519,0.2182428,0.0577942,0.083581,1.775523,0.037563,0.0,0.080778,0.3595608,0.0980314,0.032115,0.173421,0.085446,0.0,0.156473,4.1250872,1.2479486,1.073157,3.090107,0.317005,0.0,1.280919
R-082,1.031,0.853,0.0233704,0.0076226,0.0,0.61342,0.013687,0.0,0.026338,2.6356336000000002,0.9132426000000001,0.756885,0.228034,0.133885,0.0,0.663637,0.162916,0.044114600000000004,0.060492,1.249514,0.025256,0.0,0.070869,0.255658,0.0763434,0.023821,0.120872,0.063567,0.0,0.133556,3.0775780000000004,1.0413232000000001,0.841198,2.21184,0.236395,0.0,0.8944
R-083,1.272,0.988,0.026800800000000003,0.0073612,0.0,0.586438,0.012871,0.0,0.027499,3.3428104,0.9595098000000001,0.681028,0.253265,0.135365,0.0,0.669727,0.1607772,0.047452600000000004,0.060883,1.563758,0.026917,0.0,0.066404,0.24759920000000002,0.07610240000000001,0.025492,0.124053,0.066871,0.0,0.125724,3.7779876000000003,1.0904260000000001,0.767403,2.527514,0.242024,0.0,0.889354
R-084,1.123,0.995,0.0218852,0.006856600000000001,0.0,0.522731,0.012361,0.0,0.022227,2.6765568,0.82144,0.656648,0.244427,0.098489,0.0,0.485235,0.1412,0.041484400000000005,0.059945,1.196571,0.023176,0.0,0.05353,0.2437308,0.068177,0.024288,0.104156,0.053519,0.0,0.121426,3.0833728000000002,0.9379580000000001,0.740881,2.067885,0.187545,0.0,0.682418
R-085,1.196,0.992,0.024558,0.0072838,0.0,0.657918,0.010757,0.0,0.027432,2.9057916,0.8532678000000001,0.68055,0.237784,0.124308,0.0,0.528438,0.13978,0.047038,0.062992,1.232179,0.025204,0.0,0.066729,0.23173720000000003,0.07838020000000001,0.024211,0.111876,0.062345,0.0,0.13191,3.3018668,0.9859698,0.767753,2.239757,0.222614,0.0,0.754509
R-086,1.386,0.915,0.0309284,0.009099000000000001,0.0,0.809272,0.016113,0.0,0.031583,4.1647472,0.9011424,0.688723,0.329821,0.172728,0.0,0.737562,0.1861052,0.050295400000000004,0.071885,1.483087,0.027632,0.0,0.09524,0.34185400000000005,0.09425800000000001,0.028509,0.140911,0.074262,0.0,0.144476,4.7236348,1.0547948,0.789117,2.763091,0.290735,0.0,1.008861
R-087,1.144,0.903,0.0257268,0.0082316,0.0,0.55622,0.013761,0.0,0.027799,3.2526288,0.9360160000000001,0.781361,0.229424,0.115716,0.0,0.653873,0.15181960000000003,0.046608800000000006,0.062633,1.234235,0.02762,0.0,0.063363,0.24977680000000002,0.07993800000000001,0.029096,0.132514,0.065012,0.0,0.139698,3.679952,1.0707944,0.87309,2.152393,0.222109,0.0,0.884733
R-088,1.33,0.893,0.031273600000000006,0.008748400000000002,0.0,0.740099,0.016546,0.0,0.031553,3.7246552000000004,1.0513706,0.57286,0.283416,0.139978,0.0,0.637891,0.1930532,0.0550384,0.067081,1.606967,0.027011,0.0,0.076188,0.3190432,0.09808620000000001,0.033594,0.162776,0.076283,0.0,0.154471,4.2680252,1.2132436000000002,0.673535,2.793258,0.259818,0.0,0.900103
R-089,1.311,0.985,0.0245744,0.0081556,0.0,0.747998,0.013782,0.0,0.028785,3.8673528,1.0669278,0.644247,0.274602,0.141978,0.0,0.765059,0.14258,0.0466578,0.062356,1.32008,0.026125,0.0,0.069503,0.255558,0.08200180000000001,0.023612,0.136074,0.069675,0.0,0.13789,4.2900652,1.2037430000000002,0.730215,2.478754,0.25156,0.0,1.001237
R-090,1.072,0.938,0.021342800000000002,0.0067144,0.0,0.53085,0.010969,0.0,0.023547,3.0525012,0.7476014000000001,0.499258,0.233946,0.088246,0.0,0.502087,0.13260760000000002,0.0393626,0.056301,1.287833,0.023622,0.0,0.060061,0.217244,0.07486960000000001,0.024266,0.104851,0.052942,0.0,0.117424,3.4236956000000003,0.8685480000000001,0.579825,2.15748,0.175779,0.0,0.703119
R-091,1.267,0.946,0.027388000000000003,0.007965600000000001,0.0,0.727188,0.015021,0.0,0.025845,2.8050072000000004,1.0290380000000001,0.649432,0.259772,0.124574,0.0,0.69284,0.1629816,0.0500752,0.066533,1.40169,0.030565,0.0,0.068765,0.2964548,0.08074440000000001,0.028017,0.135465,0.06251,0.0,0.14505,3.2918316,1.1678232,0.743982,2.524115,0.23267,0.0,0.9325
R-092,1.32,0.87,0.0327816,0.009713,0.0,0.865656,0.016887,0.0,0.032691,4.454246,0.9698282000000001,0.756968,0.305393,0.152863,0.0,0.786766,0.1838672,0.06187000000000001,0.077489,1.618243,0.032491,0.0,0.077063,0.336312,0.0894582,0.033825,0.153998,0.082602,0.0,0.165584,5.0072068000000005,1.1308694,0.868282,2.94329,0.284843,0.0,1.062104
R-093,1.163,0.886,0.0261356,0.0093496,0.0,0.720379,0.013983,0.0,0.028124,3.6605592000000002,1.0641388,0.718762,0.289129,0.118884,0.0,0.706997,0.166604,0.042880400000000006,0.065092,1.281596,0.030321,0.0,0.066325,0.2500328,0.08291680000000001,0.025389,0.139262,0.060795,0.0,0.136577,4.1033316,1.1992856,0.809243,2.430366,0.223983,0.0,0.938023
R-094,1.302,0.975,0.0255544,0.009156599999999999,0.0,0.661033,0.013883,0.0,0.028007,3.4729428,0.8863886000000001,0.610457,0.219522,0.114965,0.0,0.646996,0.15585960000000001,0.047891,0.070548,1.331556,0.027685,0.0,0.068582,0.288158,0.0748,0.029362,0.122027,0.060688,0.0,0.123609,3.9425148,1.0182362,0.710367,2.334138,0.217221,0.0,0.867194
R-095,1.23,0.973,0.0252156,0.0073554,0.0,0.587885,0.014473,0.0,0.027607,3.4511992,0.8512672000000001,0.730172,0.271465,0.13303,0.0,0.456406,0.15095240000000001,0.0405642,0.061618,1.244256,0.022208,0.0,0.062847,0.25510320000000003,0.0688318,0.023043,0.141103,0.06993,0.0,0.136539,3.8824704,0.9680186000000002,0.814833,2.244709,0.239641,0.0,0.683399
R-096,1.248,0.938,0.0240976,0.0074862,0.0,0.717051,0.013785,0.0,0.028873,2.7891476,0.9337270000000001,0.620943,0.304665,0.132179,0.0,0.66749,0.1702856,0.05595320000000001,0.069826,1.235102,0.024887,0.0,0.072139,0.268774,0.07928500000000001,0.026675,0.141106,0.067968,0.0,0.140346,3.2523048000000006,1.0764514,0.717444,2.397924,0.238819,0.0,0.908848
R-097,1.381,0.94,0.029894,0.0092478,0.0,0.721839,0.013986,0.0,0.031655,3.1132968000000005,1.1767064,0.782746,0.358126,0.148775,0.0,0.667125,0.188452,0.05657100000000001,0.086097,1.510449,0.029196,0.0,0.075754,0.3019272,0.086873,0.029718,0.160279,0.07393,0.0,0.1584,3.6335700000000006,1.3293982,0.898561,2.750693,0.265887,0.0,0.932934
R-098,1.096,0.92,0.0268708,0.0068494,0.0,0.635373,0.011628,0.0,0.023475,3.0985952,0.8958256000000001,0.594334,0.298808,0.130981,0.0,0.558957,0.14991600000000002,0.0456574,0.05591,1.32122,0.024912,0.0,0.064537,0.2469764,0.06869360000000001,0.026486,0.132671,0.058685,0.0,0.112876,3.5223584000000003,1.0170260000000002,0.67673,2.388072,0.226206,0.0,0.759845
R-099,1.197,0.957,0.026505600000000004,0.0074928,0.0,0.653121,0.013938,0.0,0.023552,3.1847576,0.8947732,0.614858,0.237778,0.130418,0.0,0.571512,0.1523256,0.0387506,0.059711,1.293038,0.026685,0.0,0.061795,0.24075280000000002,0.07757,0.024868,0.116747,0.068097,0.0,0.13971,3.6043416,1.0185866000000001,0.699437,2.300684,0.239138,0.0,0.796569
R-100,1.194,0.988,0.0246608,0.0068666000000000005,0.0,0.57082,0.010104,0.0,0.024306,3.4256336,0.8606816,0.500973,0.230294,0.120792,0.0,0.630248,0.1529796,0.0441434,0.062234,1.13705,0.024459,0.0,0.063236,0.22953920000000003,0.0776116,0.02555,0.121344,0.058931,0.0,0.118087,3.8328132,0.9893032,0.588757,2.059508,0.214286,0.0,0.835877
